Date,Amount
2022-03-07 14:00:00,662.83
2022-03-07 20:00:00,813.65
2022-03-08 00:00:00,425.24
2022-03-08 04:00:00,1453.09
2022-03-08 11:00:00,926.11
2022-03-08 14:00:00,868.48
2022-03-08 15:00:00,984.26
2022-03-08 19:00:00,1190.87
2022-03-08 22:00:00,1104.21
2022-03-09 02:00:00,1794.37
2022-03-09 03:00:00,1136.18
2022-03-09 23:00:00,860.43
2022-03-10 00:00:00,831.59
2022-03-10 03:00:00,882.17
2022-03-10 08:00:00,549.45
2022-03-10 10:00:00,1011.96
2022-03-10 12:00:00,1235.04
2022-03-11 05:00:00,815.99
2022-03-11 06:00:00,757.79
2022-03-11 08:00:00,1454.78
2022-03-11 12:00:00,572.06
2022-03-11 19:00:00,379.65
2022-03-12 00:00:00,654.13
2022-03-12 04:00:00,537.87
2022-03-12 07:00:00,1115.87
2022-03-12 18:00:00,891.79
2022-03-13 00:00:00,934.09
2022-03-13 06:00:00,1345.88
2022-03-13 09:00:00,792.6
2022-03-13 15:00:00,1232.53
2022-03-14 01:00:00,1453.4
2022-03-14 10:00:00,863.3
2022-03-14 15:00:00,1221.11
2022-03-14 19:00:00,927.45
2022-03-14 23:00:00,1277.23
2022-03-15 13:00:00,528.55
2022-03-15 23:00:00,506.35
2022-03-16 12:00:00,882.62
2022-03-16 15:00:00,733.32
2022-03-17 04:00:00,844.99
2022-03-17 05:00:00,934.14
2022-03-17 07:00:00,1216.0
2022-03-17 08:00:00,877.7
2022-03-17 12:00:00,752.84
2022-03-17 15:00:00,894.55
2022-03-17 18:00:00,769.26
2022-03-17 22:00:00,719.8
2022-03-18 03:00:00,516.09
2022-03-18 10:00:00,1020.84
2022-03-18 23:00:00,829.39
2022-03-19 14:00:00,1289.88
2022-03-20 01:00:00,565.78
2022-03-20 08:00:00,837.37
2022-03-20 16:00:00,1543.87
2022-03-20 17:00:00,718.12
2022-03-20 19:00:00,929.04
2022-03-21 05:00:00,635.25
2022-03-21 15:00:00,595.47
2022-03-21 19:00:00,1464.19
2022-03-22 01:00:00,1051.31
2022-03-22 03:00:00,1040.1
2022-03-22 06:00:00,491.11
2022-03-22 17:00:00,1107.62
2022-03-22 20:00:00,1347.23
2022-03-22 23:00:00,1344.84
2022-03-23 00:00:00,1200.5
2022-03-23 03:00:00,661.15
2022-03-23 15:00:00,1093.94
2022-03-23 18:00:00,1200.28
2022-03-23 22:00:00,461.67
2022-03-24 00:00:00,663.62
2022-03-24 04:00:00,1266.45
2022-03-24 10:00:00,1262.81
2022-03-24 13:00:00,535.43
2022-03-25 09:00:00,1238.51
2022-03-25 12:00:00,1028.59
2022-03-25 16:00:00,1234.3
2022-03-25 17:00:00,809.64
2022-03-25 20:00:00,1193.56
2022-03-26 04:00:00,1253.15
2022-03-26 18:00:00,894.6
2022-03-27 01:00:00,1005.33
2022-03-27 03:00:00,805.44
2022-03-27 11:00:00,1495.49
2022-03-27 13:00:00,963.92
2022-03-27 15:00:00,723.39
2022-03-27 21:00:00,785.25
2022-03-28 10:00:00,1038.03
2022-03-28 11:00:00,1226.0
2022-03-28 17:00:00,599.25
2022-03-28 20:00:00,1554.3
2022-03-28 21:00:00,1092.6
2022-03-29 07:00:00,1139.94
2022-03-29 13:00:00,970.84
2022-03-29 23:00:00,1005.78
2022-03-30 07:00:00,955.52
2022-03-30 15:00:00,1305.34
2022-03-30 17:00:00,997.62
2022-03-31 00:00:00,1230.12
2022-03-31 04:00:00,869.85
2022-03-31 05:00:00,1058.69
2022-03-31 06:00:00,758.82
2022-03-31 09:00:00,1364.96
2022-03-31 16:00:00,749.88
2022-03-31 17:00:00,902.51
2022-03-31 21:00:00,905.51
2022-04-01 05:00:00,893.81
2022-04-01 06:00:00,1216.75
2022-04-01 08:00:00,905.0
2022-04-01 11:00:00,1418.18
2022-04-01 13:00:00,754.46
2022-04-01 14:00:00,1050.81
2022-04-02 04:00:00,767.26
2022-04-02 10:00:00,1126.29
2022-04-02 11:00:00,995.22
2022-04-02 17:00:00,953.48
2022-04-02 18:00:00,1356.54
2022-04-03 00:00:00,803.7
2022-04-03 01:00:00,1175.95
2022-04-03 05:00:00,769.31
2022-04-03 06:00:00,1033.81
2022-04-03 13:00:00,641.33
2022-04-03 14:00:00,801.24
2022-04-03 17:00:00,975.36
2022-04-03 19:00:00,1544.39
2022-04-03 21:00:00,1030.24
2022-04-04 00:00:00,1496.4
2022-04-04 06:00:00,1066.1
2022-04-04 08:00:00,883.87
2022-04-04 13:00:00,1461.81
2022-04-04 18:00:00,1131.11
2022-04-04 20:00:00,807.18
2022-04-04 22:00:00,1141.17
2022-04-05 08:00:00,912.22
2022-04-05 09:00:00,403.29
2022-04-05 10:00:00,1280.79
2022-04-05 14:00:00,1328.48
2022-04-05 17:00:00,1551.38
2022-04-05 19:00:00,1126.64
2022-04-06 01:00:00,925.38
2022-04-06 10:00:00,1250.5
2022-04-06 19:00:00,1254.95
2022-04-06 20:00:00,1491.48
2022-04-07 04:00:00,986.61
2022-04-07 19:00:00,950.33
2022-04-07 21:00:00,785.34
2022-04-08 04:00:00,1161.24
2022-04-08 06:00:00,535.52
2022-04-08 14:00:00,1232.83
2022-04-08 18:00:00,1176.35
2022-04-08 22:00:00,1175.52
2022-04-08 23:00:00,1041.47
2022-04-09 07:00:00,1459.89
2022-04-09 09:00:00,1261.6
2022-04-09 10:00:00,817.88
2022-04-09 22:00:00,823.25
2022-04-10 10:00:00,736.1
2022-04-10 12:00:00,1165.38
2022-04-10 17:00:00,699.96
2022-04-11 04:00:00,1325.02
2022-04-11 08:00:00,1396.89
2022-04-11 12:00:00,736.3
2022-04-11 14:00:00,944.34
2022-04-11 20:00:00,1004.99
2022-04-12 01:00:00,1265.19
2022-04-12 10:00:00,1482.8
2022-04-12 11:00:00,494.35
2022-04-12 17:00:00,904.55
2022-04-12 18:00:00,920.19
2022-04-12 23:00:00,579.8
2022-04-13 01:00:00,854.47
2022-04-13 02:00:00,1128.33
2022-04-13 15:00:00,916.4
2022-04-13 16:00:00,536.61
2022-04-14 04:00:00,1862.22
2022-04-14 13:00:00,1079.85
2022-04-14 20:00:00,1033.51
2022-04-14 23:00:00,670.62
2022-04-15 00:00:00,1078.21
2022-04-15 01:00:00,950.74
2022-04-15 05:00:00,433.44
2022-04-15 09:00:00,678.92
2022-04-15 12:00:00,1238.48
2022-04-15 16:00:00,1583.21
2022-04-15 20:00:00,1110.15
2022-04-15 22:00:00,1330.92
2022-04-15 23:00:00,953.27
2022-04-16 07:00:00,974.04
2022-04-16 08:00:00,1327.29
2022-04-16 13:00:00,1498.83
2022-04-16 14:00:00,1390.33
2022-04-16 20:00:00,680.09
2022-04-16 21:00:00,979.91
2022-04-17 01:00:00,1083.26
2022-04-17 05:00:00,922.1
2022-04-17 10:00:00,1116.36
2022-04-17 15:00:00,1246.17
2022-04-17 17:00:00,1300.84
2022-04-17 20:00:00,1505.76
2022-04-18 03:00:00,901.17
2022-04-18 11:00:00,590.79
2022-04-18 15:00:00,1107.47
2022-04-18 19:00:00,1565.14
2022-04-18 20:00:00,856.91
2022-04-19 00:00:00,1206.05
2022-04-19 03:00:00,1208.72
2022-04-19 10:00:00,1057.43
2022-04-19 12:00:00,1002.08
2022-04-19 16:00:00,722.97
2022-04-20 01:00:00,315.5
2022-04-20 03:00:00,666.44
2022-04-20 06:00:00,882.91
2022-04-20 19:00:00,1329.23
2022-04-20 22:00:00,969.06
2022-04-21 01:00:00,844.29
2022-04-21 05:00:00,732.7
2022-04-21 07:00:00,1197.04
2022-04-21 22:00:00,1407.51
2022-04-22 12:00:00,1319.03
2022-04-22 14:00:00,1181.84
2022-04-22 19:00:00,557.32
2022-04-22 20:00:00,894.5
2022-04-22 23:00:00,1584.19
2022-04-23 10:00:00,1336.59
2022-04-23 13:00:00,538.75
2022-04-23 16:00:00,983.32
2022-04-23 19:00:00,1108.93
2022-04-23 22:00:00,771.35
2022-04-24 02:00:00,307.24
2022-04-24 03:00:00,1029.65
2022-04-24 12:00:00,763.67
2022-04-24 14:00:00,764.85
2022-04-24 15:00:00,893.6
2022-04-24 18:00:00,959.9
2022-04-24 21:00:00,997.28
2022-04-24 22:00:00,734.8
2022-04-25 04:00:00,933.94
2022-04-25 08:00:00,472.77
2022-04-25 12:00:00,1093.31
2022-04-25 15:00:00,143.12
2022-04-25 16:00:00,913.15
2022-04-26 00:00:00,1275.76
2022-04-26 02:00:00,682.2
2022-04-26 04:00:00,1214.93
2022-04-26 06:00:00,1346.72
2022-04-26 07:00:00,100.0
2022-04-26 12:00:00,954.59
2022-04-26 21:00:00,137.27
2022-04-26 22:00:00,964.54
2022-04-27 00:00:00,997.85
2022-04-27 05:00:00,255.24
2022-04-27 06:00:00,1577.45
2022-04-27 13:00:00,1085.8
2022-04-27 21:00:00,745.29
2022-04-28 04:00:00,1439.61
2022-04-28 05:00:00,461.32
2022-04-28 11:00:00,631.25
2022-04-28 17:00:00,310.16
2022-04-28 22:00:00,1540.31
2022-04-29 06:00:00,1099.7
2022-04-29 10:00:00,1197.82
2022-04-29 19:00:00,1090.3
2022-04-30 02:00:00,1172.13
2022-04-30 03:00:00,1023.42
2022-04-30 06:00:00,1081.28
2022-04-30 08:00:00,1032.28
2022-04-30 14:00:00,817.42
2022-04-30 17:00:00,986.01
2022-04-30 18:00:00,1082.08
2022-05-01 04:00:00,1033.16
2022-05-01 05:00:00,556.67
2022-05-01 17:00:00,596.5
2022-05-01 18:00:00,1324.85
2022-05-02 00:00:00,907.9
2022-05-02 01:00:00,1175.42
2022-05-02 03:00:00,672.36
2022-05-02 12:00:00,558.06
2022-05-02 14:00:00,746.92
2022-05-02 19:00:00,933.23
2022-05-03 01:00:00,800.46
2022-05-03 02:00:00,1388.18
2022-05-03 04:00:00,1053.86
2022-05-03 09:00:00,1554.68
2022-05-03 19:00:00,1121.32
2022-05-04 21:00:00,276.23
2022-05-04 22:00:00,1316.81
2022-05-05 05:00:00,547.13
2022-05-05 06:00:00,1069.16
2022-05-06 00:00:00,767.59
2022-05-06 02:00:00,1642.81
2022-05-06 14:00:00,1431.88
2022-05-06 19:00:00,777.45
2022-05-06 23:00:00,961.79
2022-05-07 03:00:00,1073.38
2022-05-07 11:00:00,1259.02
2022-05-07 21:00:00,1008.75
2022-05-07 23:00:00,692.53
2022-05-08 02:00:00,784.73
2022-05-08 05:00:00,998.66
2022-05-08 10:00:00,1370.34
2022-05-08 11:00:00,1128.35
2022-05-08 16:00:00,767.98
2022-05-08 20:00:00,1194.51
2022-05-08 22:00:00,883.9
2022-05-09 01:00:00,1267.12
2022-05-09 05:00:00,1758.1
2022-05-10 00:00:00,892.35
2022-05-10 04:00:00,1240.48
2022-05-10 12:00:00,776.38
2022-05-10 14:00:00,966.32
2022-05-10 15:00:00,1008.87
2022-05-10 17:00:00,941.89
2022-05-11 05:00:00,1738.9
2022-05-11 08:00:00,908.02
2022-05-11 22:00:00,1176.06
2022-05-12 03:00:00,420.97
2022-05-12 21:00:00,1129.6
2022-05-13 01:00:00,1342.62
2022-05-13 04:00:00,841.72
2022-05-13 13:00:00,246.93
2022-05-13 16:00:00,988.4
2022-05-13 21:00:00,1005.16
2022-05-14 05:00:00,1217.22
2022-05-14 08:00:00,1603.27
2022-05-14 18:00:00,885.98
2022-05-14 19:00:00,743.11
2022-05-14 21:00:00,649.92
2022-05-15 03:00:00,1059.42
2022-05-15 06:00:00,1143.81
2022-05-15 07:00:00,836.3
2022-05-15 10:00:00,1233.6
2022-05-15 13:00:00,1139.62
2022-05-15 14:00:00,1012.97
2022-05-15 17:00:00,729.28
2022-05-16 04:00:00,855.44
2022-05-16 06:00:00,271.07
2022-05-16 14:00:00,1070.74
2022-05-16 16:00:00,1007.9
2022-05-17 01:00:00,1056.54
2022-05-17 04:00:00,1151.3
2022-05-17 08:00:00,1115.75
2022-05-17 10:00:00,966.89
2022-05-17 13:00:00,1014.6
2022-05-17 18:00:00,578.71
2022-05-17 22:00:00,824.88
2022-05-17 23:00:00,1015.14
2022-05-18 00:00:00,779.24
2022-05-18 08:00:00,1258.05
2022-05-18 10:00:00,802.41
2022-05-18 14:00:00,1064.89
2022-05-18 20:00:00,1034.97
2022-05-19 03:00:00,1223.88
2022-05-19 04:00:00,1270.24
2022-05-19 06:00:00,1208.21
2022-05-19 16:00:00,368.2
2022-05-19 17:00:00,1358.24
2022-05-20 05:00:00,1458.19
2022-05-20 14:00:00,855.36
2022-05-20 15:00:00,1070.99
2022-05-20 16:00:00,732.75
2022-05-21 02:00:00,415.49
2022-05-21 06:00:00,778.39
2022-05-21 09:00:00,837.96
2022-05-21 21:00:00,893.54
2022-05-21 22:00:00,712.33
2022-05-21 23:00:00,779.97
2022-05-22 02:00:00,996.7
2022-05-22 03:00:00,768.93
2022-05-22 09:00:00,1163.06
2022-05-22 10:00:00,1204.5
2022-05-22 12:00:00,1714.12
2022-05-22 14:00:00,1337.7
2022-05-22 15:00:00,1072.93
2022-05-22 18:00:00,813.92
2022-05-23 02:00:00,1088.12
2022-05-23 10:00:00,1097.98
2022-05-23 13:00:00,846.01
2022-05-23 14:00:00,1235.12
2022-05-23 18:00:00,580.57
2022-05-24 01:00:00,926.68
2022-05-24 09:00:00,1166.76
2022-05-24 16:00:00,913.72
2022-05-24 19:00:00,937.97
2022-05-24 23:00:00,958.66
2022-05-25 07:00:00,749.32
2022-05-25 14:00:00,1352.17
2022-05-25 17:00:00,694.59
2022-05-26 02:00:00,1095.45
2022-05-26 06:00:00,1124.09
2022-05-26 08:00:00,715.41
2022-05-26 12:00:00,1021.93
2022-05-26 14:00:00,727.11
2022-05-26 18:00:00,1417.31
2022-05-26 22:00:00,658.37
2022-05-26 23:00:00,803.83
2022-05-27 03:00:00,632.73
2022-05-27 04:00:00,592.69
2022-05-27 05:00:00,1477.36
2022-05-27 15:00:00,1162.83
2022-05-27 18:00:00,1042.09
2022-05-27 21:00:00,803.03
2022-05-28 04:00:00,1272.28
2022-05-28 05:00:00,752.73
2022-05-28 09:00:00,1238.09
2022-05-28 13:00:00,738.25
2022-05-28 19:00:00,806.65
2022-05-28 20:00:00,1227.48
2022-05-29 07:00:00,1259.15
2022-05-29 14:00:00,1179.24
2022-05-30 02:00:00,685.1
2022-05-30 04:00:00,865.98
2022-05-30 05:00:00,1047.07
2022-05-30 09:00:00,745.22
2022-05-30 12:00:00,1411.29
2022-05-30 13:00:00,279.42
2022-05-30 16:00:00,766.38
2022-05-30 18:00:00,847.13
2022-05-30 19:00:00,146.82
2022-05-31 01:00:00,581.13
2022-05-31 09:00:00,1187.59
2022-05-31 16:00:00,1009.09
2022-05-31 17:00:00,1471.94
2022-06-01 10:00:00,1463.57
2022-06-01 11:00:00,1129.91
2022-06-01 15:00:00,1093.97
2022-06-01 19:00:00,1019.78
2022-06-02 10:00:00,203.48
2022-06-02 14:00:00,581.63
2022-06-02 20:00:00,1030.2
2022-06-03 01:00:00,1184.81
2022-06-03 14:00:00,1086.9
2022-06-03 17:00:00,732.26
2022-06-03 18:00:00,1281.22
2022-06-03 22:00:00,1444.73
2022-06-04 02:00:00,1281.4
2022-06-04 03:00:00,1296.88
2022-06-04 06:00:00,832.23
2022-06-04 07:00:00,1322.78
2022-06-04 08:00:00,1043.73
2022-06-04 10:00:00,1153.47
2022-06-04 11:00:00,1109.63
2022-06-04 14:00:00,963.55
2022-06-04 15:00:00,742.0
2022-06-05 05:00:00,975.36
2022-06-05 12:00:00,1296.03
2022-06-05 13:00:00,867.56
2022-06-05 14:00:00,1268.0
2022-06-05 15:00:00,1221.12
2022-06-05 17:00:00,910.32
2022-06-05 19:00:00,1416.64
2022-06-05 20:00:00,893.34
2022-06-06 01:00:00,1452.86
2022-06-06 08:00:00,1130.24
2022-06-06 09:00:00,995.24
2022-06-06 13:00:00,733.66
2022-06-07 08:00:00,973.52
2022-06-07 10:00:00,938.87
2022-06-07 12:00:00,622.51
2022-06-07 16:00:00,934.72
2022-06-07 21:00:00,758.86
2022-06-08 00:00:00,1175.8
2022-06-08 02:00:00,1391.88
2022-06-08 06:00:00,631.93
2022-06-08 07:00:00,1513.69
2022-06-08 14:00:00,961.43
2022-06-08 21:00:00,707.49
2022-06-09 04:00:00,1227.33
2022-06-09 18:00:00,866.06
2022-06-10 00:00:00,975.48
2022-06-10 03:00:00,878.72
2022-06-10 04:00:00,754.98
2022-06-10 07:00:00,1217.2
2022-06-10 08:00:00,914.11
2022-06-10 18:00:00,569.0
2022-06-10 20:00:00,1165.32
2022-06-11 10:00:00,638.33
2022-06-11 12:00:00,654.02
2022-06-11 13:00:00,1357.78
2022-06-12 13:00:00,641.1
2022-06-12 22:00:00,305.07
2022-06-13 07:00:00,1186.86
2022-06-13 09:00:00,908.84
2022-06-13 10:00:00,934.7
2022-06-13 11:00:00,905.65
2022-06-13 18:00:00,1069.5
2022-06-13 19:00:00,774.18
2022-06-14 06:00:00,1442.83
2022-06-14 10:00:00,557.13
2022-06-14 13:00:00,1133.46
2022-06-14 17:00:00,1192.64
2022-06-15 04:00:00,772.1
2022-06-15 11:00:00,692.88
2022-06-15 14:00:00,1305.15
2022-06-15 19:00:00,702.74
2022-06-16 00:00:00,818.0
2022-06-16 04:00:00,1266.19
2022-06-16 09:00:00,1010.42
2022-06-16 11:00:00,460.86
2022-06-16 19:00:00,1524.12
2022-06-17 18:00:00,841.0
2022-06-18 00:00:00,879.17
2022-06-18 04:00:00,1076.74
2022-06-18 05:00:00,1187.52
2022-06-18 11:00:00,1588.33
2022-06-18 12:00:00,501.98
2022-06-18 15:00:00,1247.79
2022-06-18 16:00:00,1222.9
2022-06-19 01:00:00,958.85
2022-06-19 03:00:00,1236.18
2022-06-19 12:00:00,1280.28
2022-06-19 13:00:00,585.41
2022-06-19 14:00:00,1524.93
2022-06-20 04:00:00,532.37
2022-06-20 05:00:00,659.41
